Title,Summary,Category,Link
"Diane Keaton | She wore her pants, so I could too",A woman in trousers is not often a mainstream celebrity style identity. From the time I decided in my early 20s that I would wear a lot of pants — for reasons ranging from rebellious (Western clothing...,LIFE-STYLE,https://www.thehindu.com/life-and-style/diane-keaton-tribute-she-wore-her-pants-so-i-could-too/article70179277.ece
Gudalur’s violet revival: the kurinji blooms again,"Gudalur is shrouded in mist andkurinji.These clusters of bell-shaped flowers have burst over the hills, after eight years, painting them violet...",LIFE-STYLE,https://www.thehindu.com/life-and-style/gudalurs-violet-revival-the-kurinji-blooms-again/article70165911.ece
Looking for Deepavali sweets in Coimbatore? Here are some options,"A quaint wedding hall tucked inside Ramnagar has been playing host to golden mounds of ladoos and jangiri for the past 25 years. Stepping into its 26th year, city-based Friends Catering’s Deepavali sw...",LIFE-STYLE,https://www.thehindu.com/food/features/looking-for-deepavali-sweets-in-coimbatore-here-are-some-options/article70174272.ece
The art of gifting Malli for Deepavali,"Secret Alchemist has come up with the Madurai Jasmine Clear Perfume, a soft yet long-lasting scent. The scent opens with orange blossom, blooms into Indian jasmine, and settles into Madagascar vanilla...",LIFE-STYLE,https://www.thehindu.com/life-and-style/the-art-of-giftingmalli-for-deepavali/article70169943.ece
Tiger Global slashes Meta stake by 63%,"Tiger Global Management, the hedge fund founded and led by Chase Coleman, slashed its stake in Facebook parent Meta Platforms during the third quarter, according to a filing released on Friday....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/tiger-global-slashes-meta-stake-by-63/article70289356.ece
"Google commits $40 billion to expansion in Texas, its largest U.S. state investment","Google and Alphabet CEO Sundar Pichai announced a $40 billion expansion in Texas, marking the company’s largest-ever investment in a single U.S. state....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/google-commits-40-billion-to-expansion-in-texas-its-largest-us-state-investment/article70286447.ece
Cities and states are turning to AI to improve road safety,"As America’s aging roads fall further behind onmuch-needed repairs, cities and states are turning to artificial intelligence to spot the worst hazards and decide which fixes should come first....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/cities-and-states-are-turning-to-ai-to-improve-road-safety/article70289269.ece
"Disney reaches new deal with YouTube TV, ending a blackout that lasted over two weeks","Disney and YouTube TV reached a new deal to bring channels like ABC and ESPN back to theGoogle-owned livestreaming platform Friday, ending a blackout for customers that dragged on for over two weeks....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/disney-reaches-new-deal-with-youtube-tv-ending-a-blackout-that-lasted-over-two-weeks/article70283151.ece
X Corp challenges legality of ‘Sahyog’ portal takedown process before Karnataka HC,"Social media giant 'X' Corp has informed the Karnataka High Court that it received 29,118 government requests to remove content between January and June 2025, complying with 26,641 of them, a 91.49% c...",TECHNOLOGY,https://www.thehindu.com/news/national/karnataka/x-corp-challenges-legality-of-sahyog-portal-takedown-process-before-karnataka-hc/article70289762.ece
Apple intensifies succession planning for CEO Tim Cook: Report,"Apple is stepping up its succession planning efforts as it prepares for Tim Cook to step down as chief executive as soon as next year, the Financial Times reported on Friday....",TECHNOLOGY,https://www.thehindu.com/incoming/apple-intensifies-succession-planning-for-ceo-tim-cook-report/article70289355.ece
Karnataka to unveil State-developed AI-ready personal computer KEO at Bengaluru Tech Summit 2025,"IT-BT Minister Priyank Kharge announced the launch of KEO, a compact, affordable, AI-ready personal computer designed and developed entirely within Karnataka to bridge the digital access gap....",TECHNOLOGY,https://www.thehindu.com/news/national/karnataka/karnataka-to-unveil-state-developed-ai-ready-personal-computer-keo-at-bengaluru-tech-summit-bts-2025/article70290086.ece
Nothing Phone 3a Lite launching on November 27 in India,"Nothing on Monday (November 17, 2025) finally announced the arrival of Phone 3a Lite in India. Marketed as ‘affordable’ segment phone by the London-based tech brand, theNothing Phone 3a Lite was globa...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/gadgets/nothing-phone-3a-lite-launching-on-november-27-in-india/article70289781.ece
Google ad tech antitrust trial closing arguments moved back,"A final plea by Alphabet’s Google to avoid abreakup of its advertising technology business in a U.S. court has been moved to November 21, the court said....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/google-ad-tech-antitrust-trial-closing-arguments-moved-back/article70289270.ece
"Ultrasonic vibrations hold key to precision drilling in brittle materials, IIT Bombay study finds","Drilling microscopic holes in brittle materials like glass and ceramics, essential for smartphones, medical devices, and microfluidic chips, has long posed a challenge for manufacturers. Conventional ...",TECHNOLOGY,https://www.thehindu.com/sci-tech/ultrasonic-vibrations-hold-key-to-precision-drilling-in-brittle-materials-iit-bombay-study-finds/article70287835.ece
What are the Digital Personal Data Protection Rules and when do they apply?,"The Digital Personal Data Protection Rules (DPDP), 2025 were notified this week,kicking off the formation of the Data Protection Board of India (DPBI), and the legal framework for safeguarding the dat...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/what-are-the-digital-personal-data-protection-rules-and-when-do-they-apply/article70283392.ece
U.S. jury says Apple must pay Masimo $634 million in smartwatch patent case,A federal jury in California said on Friday that Apple owes medical-monitoring technology company Masimo $634 million for infringing a patent covering blood-oxygen reading technology....,TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/us-jury-says-apple-must-pay-masimo-634-million-in-smartwatch-patent-case/article70282779.ece
"Berkshire reveals new $4.3 billion Alphabet stake, sells more Apple","Berkshire Hathaway revealed a $4.3 billion stake in Google parent Alphabet and further reduced its stake in Apple, detailing its equity portfoliofor the last time before Warren Buffett ends his 60-yea...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/berkshire-reveals-new-43-billion-alphabet-stake-sells-more-apple/article70282785.ece
White House says Alibaba is helping Chinese military target U.S.: Report,"Washington has accused online marketplace companyAlibaba of providing technological support for Chinese military operations against targets in the United States,the Financial Times said on Friday, cit...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/white-house-says-alibaba-is-helping-chinese-military-target-us-report/article70282783.ece
Bitcoin sinks to six-month low as risk-off sentiment persists,"Bitcoin dropped to its lowest level in six months on Friday, as a broad sell-off in risk assets deepened amid fading hopes that the Federal Reserve will cut U.S. interest rates at its upcoming policy ...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/bitcoin-sinks-to-six-month-low-as-risk-off-sentiment-persists/article70282788.ece
"Elon Musk's Grokipedia leans on 'questionable' sources, study says","Elon Musk's Grokipedia carries thousands of citations to ""questionable"" and ""problematic"" sources, U.S. researchers said Friday, raising doubts about the reliability of the AI-powered encyclopedia as ...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/elon-musks-grokipedia-leans-on-questionable-sources-study-says/article70282772.ece
IIT Madras launches ‘Language and Cognition Lab’ to study India’s linguistic diversity,The Indian Institute of Technology Madras (IIT Madras) has launched the ‘Language and Cognition Laboratory’ (LC-Lab) to study India’s linguistic diversity through an interdisciplinary and technology-d...,TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/iitmadras-launches-language-and-cognition-lab-to-study-indias-linguistic-diversity/article70281113.ece
Digital Citizen Summit: Speakers flag deep barriers keeping women out of digital world,"Deep-rooted cultural barriers, male-dominated access points, and absence of safe, women-centric digital spaces were among the key concerns highlighted by speakers at the Digital Citizen Summit 2025 at...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/digital-citizen-summit-speakers-flag-deep-barriers-keeping-women-out-of-digital-world/article70281036.ece
Google proposes adtech changes to avoid breakup after EU fine,"Google on Friday announced changes to its advertising services to avert the risk of a breakup, two months after Brussels hit the U.S. giant with a massive fine....",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/google-proposes-adtech-changes-to-avoid-breakup-after-eu-fine/article70279261.ece
"Google’s NotebookLM upgraded with Deep Research, chat history","Google is updating its AI-powered research assistant NotebookLM with Deep Research, allowing it to browse hundreds of sites in order to come up with detailed reports with annotated source lists to add...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/googles-notebooklm-upgraded-with-deep-research-chat-history/article70279139.ece
Anthropic discloses “highly sophisticated” AI cyberattack that manipulated Claude Code tool,"AI company Anthropic disclosed the details of a “highly sophisticated AI-led espionage campaign,” or AI cyberattack where the threat actor manipulated the company’s Claude Code tool to attempt infiltr...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/anthropic-discloses-highly-sophisticated-ai-cyberattack-that-manipulated-claude-codetool/article70278761.ece
New Balance FuelCell Rebel v5 Review | Versatile enough for city life and dedicated runs,"In Delhi’s fast-moving cityscape,comfort in footwear isn’t just a preference, it’s a necessity. Long office commutes mean hours on your feet, crossing busy streets, rushing through metro stations, and...",TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/gadgets/new-balance-fuelcell-rebel-v5-review-versatile-enough-for-city-life-and-dedicated-runs/article70278849.ece
OpenAI’s ChatGPT pilots new group chats feature,OpenAI has announced a new group chat feature within ChatGPT that can help users collaborate with each other on a specific task. Group chats will be distinct from the private chats and users’ personal...,TECHNOLOGY,https://www.thehindu.com/sci-tech/technology/openais-chatgpt-pilots-new-group-chats-feature/article70278779.ece
